iso3,gid_id,pop_est,income_group,continent,area_km2,total_pop
BGD,BGD.1.1_1,777892.3502090452,LMC,Asia,1429.4265551215124,943843.2266426086
BGD,BGD.1.2_1,1412584.836973297,LMC,Asia,1997.615081137069,2278734.9089183807
BGD,BGD.1.3_1,1415497.4213004622,LMC,Asia,1682.9074972549122,1788499.316236496
BGD,BGD.1.4_1,588318.8529180743,LMC,Asia,789.2661106997105,741143.8629150391
BGD,BGD.1.5_1,1362335.4842693734,LMC,Asia,2516.327967339796,1592727.5946865082
BGD,BGD.1.6_1,969929.0189977064,LMC,Asia,1387.7128950620163,1204884.0786132812
BGD,BGD.2.3_1,492148.1821959671,LMC,Asia,469.82056908802383,2620363.69879055
BGD,BGD.2.4_1,2077027.0032204743,LMC,Asia,1281.1435926275324,8665786.676912308
BGD,BGD.2.5_1,746245.685675035,LMC,Asia,556.9803697138132,6286756.094139099
BGD,BGD.2.6_1,987825.9792579736,LMC,Asia,836.0387587540829,2725789.3437395096
BGD,BGD.2.7_1,16764.574144895952,LMC,Asia,30.00823899071704,1713928.215538025
BGD,BGD.2.9_1,344053.91099705023,LMC,Asia,331.57429668806105,2145023.850449562
BGD,BGD.2.10_1,498834.8829747609,LMC,Asia,828.8867904367958,3651872.2602119446
BGD,BGD.3.2_1,325109.964074717,LMC,Asia,523.3527629323191,2183784.787770748
BGD,BGD.3.4_1,772633.9306152568,LMC,Asia,1316.0572374547648,1254258.1956939695
BGD,BGD.3.7_1,892699.0259803119,LMC,Asia,1093.8596538182571,1315984.2412843704
BGD,BGD.3.9_1,1173271.6273161112,LMC,Asia,896.7140360016817,1693388.5542984009
BGD,BGD.3.11_1,2668044.336017325,LMC,Asia,600.0844901674828,4133577.917470932
BGD,BGD.3.15_1,550062.3383713774,LMC,Asia,766.167713259569,1260744.1678962708
BGD,BGD.4.1_1,1235218.7908655424,LMC,Asia,4025.7025798703594,1498641.6539447308
BGD,BGD.4.3_1,469270.9865521276,LMC,Asia,590.9862487100462,3218352.930149555
BGD,BGD.4.5_1,2087287.037695543,LMC,Asia,3982.1040390381822,2389850.219238281
BGD,BGD.4.9_1,527245.7890130818,LMC,Asia,890.3268922443366,853739.0927352905
BGD,BGD.4.10_1,1613690.4739478035,LMC,Asia,3495.1123897820667,2117960.129668653
