iso3,gid_id,pop_est,income_group,continent,area_km2,total_pop
BGD,BGD.1.1_1,797421.8005718526,LMC,Asia,1474.0430926634926,943843.2266426086
BGD,BGD.1.2_1,1869317.1278351468,LMC,Asia,2334.6364707261155,2278734.9089183807
BGD,BGD.1.3_1,1574840.98203404,LMC,Asia,1827.494202521548,1788499.316236496
BGD,BGD.1.4_1,611626.8199142525,LMC,Asia,828.0585623770755,741143.8629150391
BGD,BGD.1.5_1,1375449.8798380918,LMC,Asia,2542.605783464646,1592727.5946865082
BGD,BGD.1.6_1,1016043.399875878,LMC,Asia,1423.56005364542,1204884.0786132812
BGD,BGD.2.1_1,161.2836949277517,LMC,Asia,0.160844294428202,619314.3106603622
BGD,BGD.2.3_1,943707.2160505631,LMC,Asia,724.8979503037499,2620363.69879055
BGD,BGD.2.4_1,3335993.5486813807,LMC,Asia,1827.2855777056047,8665786.676912308
BGD,BGD.2.5_1,938711.8238349812,LMC,Asia,702.7829846048562,6286756.094139099
BGD,BGD.2.6_1,1153040.5674779864,LMC,Asia,930.2174643308764,2725789.3437395096
BGD,BGD.2.7_1,69754.46950938119,LMC,Asia,89.47071704106855,1713928.215538025
BGD,BGD.2.9_1,594963.5246381927,LMC,Asia,543.5196507662943,2145023.850449562
BGD,BGD.2.10_1,685515.8863228867,LMC,Asia,1166.71847713505,3651872.2602119446
BGD,BGD.3.2_1,770668.805724316,LMC,Asia,1069.6462978076015,2183784.787770748
BGD,BGD.3.4_1,927922.819566552,LMC,Asia,1560.412275243437,1254258.1956939695
BGD,BGD.3.7_1,1105680.4894184305,LMC,Asia,1309.3787008903264,1315984.2412843704
BGD,BGD.3.9_1,1374339.8993358836,LMC,Asia,990.1925430401524,1693388.5542984009
BGD,BGD.3.11_1,3271187.6471290844,LMC,Asia,737.7814895357169,4133577.917470932
BGD,BGD.3.15_1,900542.179552472,LMC,Asia,1122.0581602042548,1260744.1678962708
BGD,BGD.4.1_1,1311087.928660937,LMC,Asia,4179.968312431244,1498641.6539447308
BGD,BGD.4.3_1,675438.1186128249,LMC,Asia,821.5388310814975,3218352.930149555
BGD,BGD.4.5_1,2106092.713043373,LMC,Asia,4011.013233191838,2389850.219238281
BGD,BGD.4.9_1,620163.3108524678,LMC,Asia,1035.237763669816,853739.0927352905
BGD,BGD.4.10_1,1734291.629679473,LMC,Asia,3607.613506508441,2117960.129668653
