iso3,gid_id,pop_est,income_group,continent,area_km2,total_pop,, total_vul_pop ,,
IDN,IDN.32_1,821235.3129,UMC,Asia,2590.035117,14604525.64,,,,
IDN,IDN.33_1,1158.597424,UMC,Asia,3.765022238,3916801.969,,,,
IND,IND.1.2_1,705.566393,LMC,Asia,43.96105541,93958.83701,," 34,585,720.38 ",,
IND,IND.1.3_1,10.1400348,LMC,Asia,2.76954597,203570.5655,,,,
IND,IND.2.3_1,43160.22881,LMC,Asia,53.61380048,5575714.215,,,,
IND,IND.2.4_1,13251.70118,LMC,Asia,58.97671481,5497564.1,,,,
IND,IND.2.5_1,198.5074043,LMC,Asia,14.68329742,4816290.738,,,,
IND,IND.2.7_1,93612.80769,LMC,Asia,397.3130916,3299142.539,,,,
IND,IND.2.8_1,67427.94669,LMC,Asia,253.7252691,3820655.789,,,,
IND,IND.2.9_1,47214.99202,LMC,Asia,209.0956135,2988751.647,,,,
IND,IND.2.10_1,18.80268575,LMC,Asia,0.701045462,4840344.452,,,,
IND,IND.2.12_1,5.635437379,LMC,Asia,0.113185725,4149679.37,,,,
IND,IND.11.1_1,55.48548261,LMC,Asia,3.016428929,9007857.087,,,,
IND,IND.11.2_1,19952.10433,LMC,Asia,67.95251256,1715809.177,,,,
IND,IND.11.3_1,7983.022938,LMC,Asia,89.03923151,2877200.021,,,,
IND,IND.11.6_1,12421.70191,LMC,Asia,197.8579909,1796170.725,,,,
IND,IND.11.7_1,35486.07579,LMC,Asia,281.2488999,2794232.006,,,,
IND,IND.11.11_1,43039.75432,LMC,Asia,268.7951975,944868.6636,,,,
IND,IND.11.13_1,3160.848148,LMC,Asia,3.772337383,891044.3936,,,,
IND,IND.11.14_1,59783.37471,LMC,Asia,453.5834694,1551361.132,,,,
IND,IND.11.16_1,217394.8239,LMC,Asia,3307.032826,2679434.39,,,,
IND,IND.11.20_1,1484.204003,LMC,Asia,33.32912122,1131439.374,,,,
IND,IND.11.22_1,67863.29705,LMC,Asia,227.4278906,1505484.558,,,,
IND,IND.11.25_1,16251.5,LMC,Asia,61.96626744,676805.7558,,,,
IND,IND.11.28_1,562178.698,LMC,Asia,189.3058954,8195818.661,,,,
IND,IND.11.33_1,43390.4683,LMC,Asia,75.00195146,2283716.534,,,,
IND,IND.16.12_1,12180.49055,LMC,Asia,13.45388669,2339612.885,,,,
IND,IND.16.28_1,1170.719766,LMC,Asia,5.743317076,1252437.097,,,,
IND,IND.16.29_1,3916.215541,LMC,Asia,8.814167166,1632781.566,,,,
IND,IND.17.1_1,316349.0359,LMC,Asia,406.4718822,2078212.892,,,,
IND,IND.17.2_1,4335.468234,LMC,Asia,0.886377734,3249450.65,,,,
IND,IND.17.5_1,1938.886328,LMC,Asia,1.433988266,1325753.819,,,,
IND,IND.17.6_1,213.5361203,LMC,Asia,0.076100328,2544918.787,,,,
IND,IND.17.7_1,53185.12555,LMC,Asia,85.70020871,2059737.412,,,,
IND,IND.17.9_1,426.7163791,LMC,Asia,1.033152364,4571749.475,,,,
IND,IND.17.11_1,3333.516143,LMC,Asia,5.96985941,1447088.178,,,,
IND,IND.20.17_1,70587.17383,LMC,Asia,2.717517281,2786856.334,,,,
IND,IND.20.18_1,664185.1226,LMC,Asia,56.91654153,11502339.25,,,,
IND,IND.20.24_1,379192.203,LMC,Asia,250.7062201,4110166.223,,,,
IND,IND.20.27_1,257179.9771,LMC,Asia,380.114275,3135359.155,,,,
IND,IND.20.31_1,66.97024399,LMC,Asia,0.569726871,839873.6923,,,,
IND,IND.20.33_1,806012.6881,LMC,Asia,82.86095339,10270623.2,,,,
IND,IND.26.3_1,828742.9567,LMC,Asia,1477.253177,2602663.316,,,,
IND,IND.26.6_1,651982.5173,LMC,Asia,1416.158478,1686067.076,,,,
IND,IND.26.7_1,3501.507506,LMC,Asia,7.915872993,3483067.902,,,,
IND,IND.26.11_1,1678.637087,LMC,Asia,3.648828567,3958071.827,,,,
IND,IND.26.12_1,509087.061,LMC,Asia,940.7625284,1295844.168,,,,
IND,IND.26.13_1,212147.2082,LMC,Asia,258.0637287,2183508.152,,,,
IND,IND.26.17_1,1218007.964,LMC,Asia,2239.317409,1705282.412,,,,
IND,IND.26.22_1,262.2883084,LMC,Asia,0.550974939,3018938.596,,,,
IND,IND.26.26_1,59582.76536,LMC,Asia,115.1351117,1915138.036,,,,
IND,IND.27.1_1,23480.29732,LMC,Asia,20.62547774,292545.9487,,,,
IND,IND.27.3_1,3177.237772,LMC,Asia,1.689579188,973701.1531,,,,
IND,IND.31.2_1,10.16924026,LMC,Asia,0.026642944,5041094.445,,,,
IND,IND.31.4_1,94175.26029,LMC,Asia,78.78778334,3172536.149,,,,
IND,IND.31.8_1,26183.47087,LMC,Asia,55.15202506,6729579.512,,,,
IND,IND.31.13_1,155250.8738,LMC,Asia,512.599739,1802647.268,,,,
IND,IND.31.16_1,1171.901012,LMC,Asia,6.023752869,1915255.082,,,,
IND,IND.31.17_1,998.4866122,LMC,Asia,5.567944462,1466676.271,,,,
IND,IND.31.20_1,25655.68647,LMC,Asia,76.227349,2598356.946,,,,
IND,IND.31.23_1,39729.64701,LMC,Asia,69.74864634,4793957.463,,,,
IND,IND.31.24_1,45070.65104,LMC,Asia,185.8650247,1647881.313,,,,
IND,IND.31.25_1,1611.438074,LMC,Asia,6.652782537,1912233.282,,,,
IND,IND.36.3_1,306258.218,LMC,Asia,326.5135026,8974117.45,,,,
IND,IND.36.7_1,3222779.677,LMC,Asia,1263.357525,4744722.422,,,,
IND,IND.36.8_1,2071952.823,LMC,Asia,1326.849122,6048653.081,,,,
IND,IND.36.11_1,1756048.661,LMC,Asia,65.14760246,4159375.96,,,,
IND,IND.36.14_1,1447827.224,LMC,Asia,1123.752047,5751294.022,,,,
IND,IND.36.15_1,6775667.713,LMC,Asia,2424.232137,10538455.92,,,,
IND,IND.36.16_1,191441.0331,LMC,Asia,191.1914555,6991872.984,,,,
IND,IND.36.17_1,3738716.728,LMC,Asia,2779.219726,5823770.315,,,,
IND,IND.36.19_1,7243194.745,LMC,Asia,3731.059207,12195994.63,,,,
IRN,IRN.3_1,54303.61526,UMC,Asia,618.8161044,1404510.799,," 209,837.19 ",,
IRN,IRN.11_1,12103.57804,UMC,Asia,838.0185783,1786074.59,,,,
IRN,IRN.15_1,143363.6457,UMC,Asia,2498.730837,4723565.998,,,,
IRN,IRN.26_1,66.34708868,UMC,Asia,23.55229218,2466097.631,,,,
IRQ,IRQ.2_1,167536.495,UMC,Asia,653.8403278,3387073.499,," 167,536.49 ",,
JAM,JAM.1_1,6004.535521,UMC,North America,58.43459797,267382.7681,," 12,626.58 ",,
JAM,JAM.5_1,137.4659909,UMC,North America,1.52603223,81133.62973,,,,
JAM,JAM.7_1,456.1083234,UMC,North America,1.555511945,177540.5676,,,,
JAM,JAM.8_1,2232.162998,UMC,North America,11.95997378,553120.5506,,,,
JAM,JAM.9_1,3421.411669,UMC,North America,46.04720594,156774.0928,,,,
JAM,JAM.12_1,174.2758551,UMC,North America,2.498250679,97655.40208,,,,
JAM,JAM.13_1,75.99413606,UMC,North America,0.954351351,80550.04138,,,,
JAM,JAM.14_1,124.6286034,UMC,North America,1.768142821,145871.1829,,,,
JOR,JOR.3_1,3298.358613,UMC,Asia,5.090962981,150436.7287,," 3,298.36 ",,
KEN,KEN.14_1,18400.30362,LMC,Africa,85.13170014,1535779.207,," 36,259.22 ",,
KEN,KEN.19_1,9204.476533,LMC,Africa,62.76923457,883971.4202,,,,
KEN,KEN.21_1,7754.195886,LMC,Africa,252.4085549,113053.0419,,,,
KEN,KEN.40_1,900.2390778,LMC,Africa,16.8248675,419557.6985,,,,
KHM,KHM.7_1,32938.38076,LMC,Asia,79.63089429,796052.8374,," 72,052.24 ",,
KHM,KHM.9_1,18063.05473,LMC,Asia,374.2048125,168484.9042,,,,
KHM,KHM.10_1,5762.127101,LMC,Asia,21.86297363,48827.85938,,,,
KHM,KHM.13_1,15288.68125,LMC,Asia,122.3765905,260041.8558,,,,
LBN,LBN.5_1,801.5675751,UMC,Asia,0.155650187,4845062.27,, 982.70 ,,
LBN,LBN.8_1,181.131997,UMC,Asia,0.345524159,1221787.501,,,,
LBR,LBR.1_1,20.58455296,LIC,Africa,0.990881284,163502.821,," 6,374.04 ",,
LBR,LBR.4_1,388.4113526,LIC,Africa,15.65299275,164493.185,,,,
LBR,LBR.5_1,273.2330646,LIC,Africa,1.318569664,256465.3547,,,,
LBR,LBR.7_1,903.4106878,LIC,Africa,28.64886122,64273.9944,,,,
LBR,LBR.9_1,25.04027824,LIC,Africa,0.766667653,373203.7218,,,,
LBR,LBR.10_1,1184.448753,LIC,Africa,9.105362755,182794.0575,,,,
LBR,LBR.13_1,1475.605189,LIC,Africa,19.8429812,96719.24947,,,,
LBR,LBR.15_1,2103.307901,LIC,Africa,30.36627467,123606.9634,,,,
LBY,LBY.1_1,64.43852891,UMC,Africa,15.70939372,190700.594,," 42,977.41 ",,
LBY,LBY.8_1,51.3965656,UMC,Africa,0.87893867,662639.2577,,,,
LBY,LBY.9_1,836.498288,UMC,Africa,46.7698983,216952.6998,,,,
LBY,LBY.10_1,26786.17452,UMC,Africa,299.7861655,367061.226,,,,
LBY,LBY.12_1,9277.664851,UMC,Africa,132.7165614,925892.0744,,,,
LBY,LBY.13_1,369.1805159,UMC,Africa,16.41411365,174989.441,,,,
LBY,LBY.15_1,3981.090898,UMC,Africa,663.994586,465478.1016,,,,
LBY,LBY.19_1,1447.453922,UMC,Africa,275.9841621,172480.3794,,,,
LBY,LBY.20_1,163.5083454,UMC,Africa,1.437947047,1577716.745,,,,
LKA,LKA.1_1,539.8001021,LMC,Asia,2.301955495,699461.4985,," 3,277.99 ",,
LKA,LKA.6_1,266.3534619,LMC,Asia,0.61373781,1112245.246,,,,
LKA,LKA.8_1,40.19070783,LMC,Asia,0.849045678,672832.852,,,,
LKA,LKA.9_1,571.0108686,LMC,Asia,7.56417786,564412.933,,,,
LKA,LKA.10_1,1457.145695,LMC,Asia,0.536405863,1410868.225,,,,
LKA,LKA.13_1,1.014046215,LMC,Asia,0.54251705,80654.24503,,,,
LKA,LKA.15_1,99.07443073,LMC,Asia,5.218847588,83663.83719,,,,
LKA,LKA.22_1,303.4033514,LMC,Asia,3.968157392,783712.5374,,,,
MAR,MAR.1_1,57.94800877,LMC,Africa,0.751931541,2233498.383,," 29,973.73 ",,
MAR,MAR.2_1,8819.569289,LMC,Africa,18.02597593,2290440.665,,,,
MAR,MAR.4_1,37.3231049,LMC,Africa,1.417203653,2247779.629,,,,
MAR,MAR.5_1,5975.736188,LMC,Africa,4.559040289,4574343.178,,,,
MAR,MAR.6_1,154.5324788,LMC,Africa,12.54761215,417150.1352,,,,
MAR,MAR.7_1,852.0029384,LMC,Africa,134.1049496,12279.32402,,,,
MAR,MAR.8_1,6022.786989,LMC,Africa,8.711964625,3920293.872,,,,
MAR,MAR.10_1,921.778742,LMC,Africa,10.3443561,2196916.64,,,,
MAR,MAR.12_1,440.5058009,LMC,Africa,3.387084106,3811225.05,,,,
MAR,MAR.14_1,6691.550255,LMC,Africa,27.62713553,3263938.117,,,,
MDG,MDG.2_1,6640.357345,LIC,Africa,131.6108422,1941078.723,," 122,607.99 ",,
MDG,MDG.3_1,39326.2162,LIC,Africa,191.3890074,5757105.443,,,,
MDG,MDG.4_1,14675.34443,LIC,Africa,686.2436139,3721278.753,,,,
MDG,MDG.5_1,17426.52004,LIC,Africa,139.1508331,3626267.176,,,,
MDG,MDG.6_1,44539.55506,LIC,Africa,761.4835559,4592512.221,,,,
MEX,MEX.3_1,4862.552531,UMC,North America,523.2793166,3782843.599,," 103,580.22 ",,
MEX,MEX.2_1,2246.76283,UMC,North America,721.5343765,998725.3646,,,,
MEX,MEX.4_1,18124.43146,UMC,North America,1243.036287,762129.4401,,,,
MEX,MEX.5_1,1542.882748,UMC,North America,32.51400678,6091084.352,,,,
MEX,MEX.12_1,0.1521742,UMC,North America,0.151533918,4028873.918,,,,
MEX,MEX.14_1,0.294905362,UMC,North America,1.163923615,9689562.308,,,,
MEX,MEX.18_1,68.87208938,UMC,North America,14.51257027,1355339.052,,,,
MEX,MEX.20_1,40.20754572,UMC,North America,26.37471791,4518185.92,,,,
MEX,MEX.23_1,2398.544107,UMC,North America,986.2820212,1713751.645,,,,
MEX,MEX.25_1,5795.732925,UMC,North America,511.486026,3089850.551,,,,
MEX,MEX.26_1,14279.48981,UMC,North America,1526.539628,3304330.301,,,,
MEX,MEX.27_1,503.1673415,UMC,North America,27.10762084,2823590.428,,,,
MEX,MEX.28_1,110.7862466,UMC,North America,27.67460005,3904520.492,,,,
MEX,MEX.30_1,60.27466011,UMC,North America,4.56140776,8700695.638,,,,
MEX,MEX.31_1,53546.07229,UMC,North America,572.108985,2293255.134,,,,
MMR,MMR.1_1,414895.2909,LMC,Asia,2824.713005,5610742.693,," 1,503,731.05 ",,
MMR,MMR.2_1,940.7491269,LMC,Asia,11.24264808,4679321.344,,,,
MMR,MMR.6_1,14091.05324,LMC,Asia,86.2240684,1453215.253,,,,
MMR,MMR.9_1,108430.7593,LMC,Asia,567.5882619,1682186.541,,,,
MMR,MMR.11_1,458684.5658,LMC,Asia,5195.562714,1526170.271,,,,
MMR,MMR.14_1,112680.1837,LMC,Asia,977.9726489,1145573.592,,,,
MMR,MMR.15_1,394008.4478,LMC,Asia,420.7451916,8009789.19,,,,
MOZ,MOZ.1_1,5696.160137,LIC,Africa,136.7080024,2196252.823,," 391,936.43 ",,
MOZ,MOZ.2_1,56.34113277,LIC,Africa,2.019407556,1540992.826,,,,
MOZ,MOZ.3_1,7500.946447,LIC,Africa,389.8004175,1491169.83,,,,
MOZ,MOZ.6_1,14487.76517,LIC,Africa,253.7116555,941707.5902,,,,
MOZ,MOZ.5_1,164.5969863,LIC,Africa,0.390531633,2560175.389,,,,
MOZ,MOZ.7_1,64404.57092,LIC,Africa,383.7053172,5970566.264,,,,
MOZ,MOZ.9_1,85587.86582,LIC,Africa,2115.409377,2347167.191,,,,
MOZ,MOZ.11_1,214038.1879,LIC,Africa,2360.327156,5807269.822,,,,
MRT,MRT.4_1,10163.45693,LMC,Africa,775.6070732,142812.5853,," 11,696.82 ",,
MRT,MRT.9_1,4.497265893,LMC,Africa,35.39489625,26405.97922,,,,
MRT,MRT.10_1,1489.862124,LMC,Africa,11.23327186,1353215.121,,,,
MRT,MRT.13_1,39.00532085,LMC,Africa,12.60741167,272659.9428,,,,
MYS,MYS.1_1,39327.89568,UMC,Asia,371.2690309,4079178.506,," 893,884.77 ",,
MYS,MYS.2_1,11693.53197,UMC,Asia,45.71266661,2330241.552,,,,
MYS,MYS.3_1,3259.599807,UMC,Asia,9.134918886,1677000.542,,,,
MYS,MYS.6_1,6964.304494,UMC,Asia,17.6464313,1027304.816,,,,
MYS,MYS.7_1,1393.658426,UMC,Asia,13.69752167,1226981.773,,,,
MYS,MYS.8_1,6892.557165,UMC,Asia,66.49037298,1697469.839,,,,
MYS,MYS.9_1,67670.94949,UMC,Asia,629.2324558,2721055.465,,,,
MYS,MYS.10_1,5969.016213,UMC,Asia,13.04155068,259255.0264,,,,
MYS,MYS.11_1,179933.4788,UMC,Asia,73.66401489,1834200.335,,,,
MYS,MYS.13_1,105011.819,UMC,Asia,2589.660787,4230534.698,,,,
MYS,MYS.14_1,210470.3989,UMC,Asia,3308.184701,2844531.995,,,,
MYS,MYS.15_1,243457.5926,UMC,Asia,718.22672,7507040.969,,,,
MYS,MYS.16_1,11839.96494,UMC,Asia,11.67792677,1131699.942,,,,
NAM,NAM.1_1,0.054482294,UMC,Africa,2.60454091,85066.05943,, 0.34 ,,
NAM,NAM.2_1,0.025787082,UMC,Africa,0.341105198,208193.8796,,,,
NAM,NAM.6_1,0.264383947,UMC,Africa,10.71691963,106530.2388,,,,
NGA,NGA.3_1,43428.34523,LMC,Africa,87.84954205,6140524.892,," 1,081,163.74 ",,
NGA,NGA.6_1,374707.2754,LMC,Africa,2391.587931,2558481.92,,,,
NGA,NGA.9_1,159243.6294,LMC,Africa,211.88654,4358400.554,,,,
NGA,NGA.10_1,174352.2483,LMC,Africa,1082.059224,6066332.948,,,,
NGA,NGA.25_1,33631.6249,LMC,Africa,20.24573438,14142943.67,,,,
NGA,NGA.28_1,240.8481384,LMC,Africa,1.58095606,6256445.584,,,,
NGA,NGA.29_1,53031.18682,LMC,Africa,153.5750966,5303634.326,,,,
NGA,NGA.33_1,242528.5825,LMC,Africa,373.3657631,6168495.315,,,,
NIC,NIC.1_1,5388.29636,LMC,North America,403.9263291,620597.8334,," 17,818.16 ",,
NIC,NIC.2_1,597.5819425,LMC,North America,77.34540346,424683.1303,,,,
NIC,NIC.5_1,9128.654036,LMC,North America,298.8827281,423647.3539,,,,
NIC,NIC.11_1,2475.243181,LMC,North America,32.56430242,385678.0505,,,,
NIC,NIC.13_1,202.2941936,LMC,North America,5.949974338,1636053.432,,,,
NIC,NIC.17_1,22.64221477,LMC,North America,2.292692704,169508.9063,,,,
NIC,NIC.18_1,3.449915761,LMC,North America,0.783297953,171361.452,,,,
PAK,PAK.2_1,3104.183092,LMC,Asia,452.1618405,8343317.791,," 261,030.06 ",,
PAK,PAK.8_1,257925.8794,LMC,Asia,5178.454057,50599698.82,,,,
PER,PER.2_1,4.940994477,UMC,South America,0.12949328,1204856.888,," 33,279.24 ",,
PER,PER.4_1,8.872938876,UMC,South America,1.396895227,1588448.478,,,,
PER,PER.7_1,346.8966009,UMC,South America,0.338444464,1199095.365,,,,
PER,PER.11_1,5.893610873,UMC,South America,0.773784303,901749.8105,,,,
PER,PER.13_1,239.9403107,UMC,South America,3.520726329,2124448.361,,,,
PER,PER.14_1,6096.450068,UMC,South America,883.4105154,1343873.015,,,,
PER,PER.16_1,1551.725196,UMC,South America,37.42774074,1067973.905,,,,
PER,PER.15_1,244.0402001,UMC,South America,0.839649895,10788239.99,,,,
PER,PER.21_1,7271.807687,UMC,South America,505.7903936,2030921.116,,,,
PER,PER.25_1,17508.66777,UMC,South America,88.40614314,253071.9472,,,,
PHL,PHL.2_1,25677.95427,LMC,Asia,34.3520348,755250.2435,," 3,197,786.78 ",,
PHL,PHL.4_1,24781.10834,LMC,Asia,61.1900734,552411.3717,,,,
PHL,PHL.5_1,5868.432331,LMC,Asia,7.737678013,1319526.802,,,,
PHL,PHL.6_1,8518.20918,LMC,Asia,20.75394593,570284.3467,,,,
PHL,PHL.8_1,55.37963936,LMC,Asia,0.161013025,241770.969,,,,
PHL,PHL.9_1,10010.10465,LMC,Asia,38.77898326,192375.6465,,,,
PHL,PHL.10_1,32477.84976,LMC,Asia,18.47403533,734589.5843,,,,
PHL,PHL.12_1,514.8834521,LMC,Asia,1.4251665,2843771.273,,,,
PHL,PHL.14_1,5630.538639,LMC,Asia,5.115715721,165865.3234,,,,
PHL,PHL.15_1,53448.48308,LMC,Asia,126.9857292,1167592.942,,,,
PHL,PHL.17_1,442239.7957,LMC,Asia,290.6702505,4032183.373,,,,
PHL,PHL.18_1,43584.89295,LMC,Asia,193.9524975,1296142.842,,,,
PHL,PHL.19_1,69294.03523,LMC,Asia,132.5741449,603372.2521,,,,
PHL,PHL.20_1,299238.1245,LMC,Asia,396.1880845,2250942.066,,,,
PHL,PHL.22_1,109617.93,LMC,Asia,207.740484,779881.8172,,,,
PHL,PHL.23_1,18500.18351,LMC,Asia,30.74568341,253827.3608,,,,
PHL,PHL.24_1,7507.469061,LMC,Asia,2.392528888,4248894.646,,,,
PHL,PHL.25_1,290799.629,LMC,Asia,63.85351559,4825831.029,,,,
PHL,PHL.27_1,1223.408606,LMC,Asia,2.4586069,1380680.681,,,,
PHL,PHL.28_1,2718.968682,LMC,Asia,6.431035511,2678694.327,,,,
PHL,PHL.29_1,50.86677364,LMC,Asia,1.494797056,583436.1002,,,,
PHL,PHL.30_1,83.31287201,LMC,Asia,1.572826353,105962.5062,,,,
PHL,PHL.31_1,27250.15045,LMC,Asia,86.12745463,459729.3123,,,,
PHL,PHL.32_1,2881.642673,LMC,Asia,7.478393874,187206.2883,,,,
PHL,PHL.34_1,1709.397256,LMC,Asia,2.343420597,628138.1006,,,,
PHL,PHL.35_1,771.4103153,LMC,Asia,7.767605124,729385.1403,,,,
PHL,PHL.36_1,100312.769,LMC,Asia,171.8162952,2441314.447,,,,
PHL,PHL.37_1,246.6697413,LMC,Asia,3.946211225,1848940.117,,,,
PHL,PHL.39_1,410.011491,LMC,Asia,2.440439076,796776.7343,,,,
PHL,PHL.41_1,8756.073229,LMC,Asia,9.89691789,1264452.082,,,,
PHL,PHL.42_1,2434.287885,LMC,Asia,7.125980763,691442.1177,,,,
PHL,PHL.43_1,219945.2479,LMC,Asia,200.3530445,1846047.252,,,,
PHL,PHL.44_1,49862.74027,LMC,Asia,62.28475024,991911.2012,,,,
PHL,PHL.45_1,4704.780219,LMC,Asia,14.87258505,204849.2948,,,,
PHL,PHL.46_1,8498.069333,LMC,Asia,27.28782906,876030.6251,,,,
PHL,PHL.47_1,111942.0489,LMC,Asia,13.3323141,13190773,,,,
PHL,PHL.48_1,16841.49261,LMC,Asia,20.05377666,635363.3276,,,,
PHL,PHL.49_1,63449.69137,LMC,Asia,27.08557688,1755522.002,,,,
PHL,PHL.51_1,126719.2355,LMC,Asia,162.7219467,2885041.772,,,,
PHL,PHL.52_1,6613.200643,LMC,Asia,14.57116918,1375047.201,,,,
PHL,PHL.54_1,43522.21401,LMC,Asia,112.5663056,638709.1377,,,,
PHL,PHL.57_1,4196.207991,LMC,Asia,14.62696075,520525.7514,,,,
PHL,PHL.58_1,11612.9799,LMC,Asia,30.71575727,929800.3434,,,,
PHL,PHL.59_1,39846.90028,LMC,Asia,203.3759055,1111480.179,,,,
PHL,PHL.60_1,466795.6119,LMC,Asia,431.0623771,2836814.483,,,,
PHL,PHL.61_1,15627.14178,LMC,Asia,8.29794704,3205640.51,,,,
PHL,PHL.62_1,94316.35532,LMC,Asia,287.5548481,2229863.713,,,,
PHL,PHL.65_1,429.3639939,LMC,Asia,1.61211947,236796.2548,,,,
PHL,PHL.66_1,63491.61747,LMC,Asia,217.7690177,751172.7096,,,,
PHL,PHL.67_1,1334.089267,LMC,Asia,3.192980051,582290.1819,,,,
PHL,PHL.69_1,39072.79884,LMC,Asia,65.47275092,745869.0789,,,,
PHL,PHL.70_1,1412.810811,LMC,Asia,1.152403754,1675467.66,,,,
PHL,PHL.71_1,8314.469243,LMC,Asia,10.13639991,364128.6614,,,,
PHL,PHL.72_1,17383.02259,LMC,Asia,44.4445253,1066972.888,,,,
PHL,PHL.73_1,7439.971214,LMC,Asia,88.19747847,332118.3697,,,,
PHL,PHL.74_1,16525.04352,LMC,Asia,53.00559381,475282.2709,,,,
PHL,PHL.75_1,5019.547786,LMC,Asia,28.32244622,556351.3358,,,,
PHL,PHL.77_1,7003.980882,LMC,Asia,114.8092146,64425.04167,,,,
PHL,PHL.78_1,529.3068029,LMC,Asia,2.773660859,870974.9257,,,,
PHL,PHL.79_1,15645.66122,LMC,Asia,25.26339398,1103761.899,,,,
PHL,PHL.80_1,92819.81032,LMC,Asia,108.3012697,1939069.542,,,,
PHL,PHL.81_1,40257.39491,LMC,Asia,174.561125,690889.6841,,,,
PNG,PNG.1_1,2618.694298,LMC,Oceania,107.1209093,287824.7463,," 28,073.60 ",,
PNG,PNG.2_1,2896.515205,LMC,Oceania,182.2567688,333813.9378,,,,
PNG,PNG.4_1,949.546485,LMC,Oceania,22.46220337,312794.6317,,,,
PNG,PNG.5_1,3906.466282,LMC,Oceania,185.4864323,527531.1545,,,,
PNG,PNG.8_1,6927.134931,LMC,Oceania,2207.53423,136940.8093,,,,
PNG,PNG.11_1,3.494758169,LMC,Oceania,1.926068043,615502.647,,,,
PNG,PNG.12_1,702.7533713,LMC,Oceania,37.67919584,50824.06827,,,,
PNG,PNG.13_1,4539.297297,LMC,Oceania,158.2906741,306688.882,,,,
PNG,PNG.14_1,314.928746,LMC,Oceania,30.38377159,754038.7334,,,,
PNG,PNG.16_1,461.2075339,LMC,Oceania,32.28455972,192559.5163,,,,
PNG,PNG.17_1,285.4235765,LMC,Oceania,27.69986412,222403.99,,,,
PNG,PNG.18_1,252.7754343,LMC,Oceania,14.87239098,270787.9244,,,,
PNG,PNG.20_1,541.2301027,LMC,Oceania,45.80701607,299928.3375,,,,
PNG,PNG.22_1,3674.128983,LMC,Oceania,2381.822262,209386.5264,,,,
RUS,RUS.4_1,42.06442792,UMC,Asia,707.9521748,2511.430882,," 3,458.23 ",,
RUS,RUS.12_1,45.76918134,UMC,Asia,2281.803076,17877.91152,,,,
RUS,RUS.26_1,5.263997661,UMC,Asia,18.7149215,4667.82575,,,,
RUS,RUS.35_1,142.6535318,UMC,Asia,5635.155612,209116.3372,,,,
RUS,RUS.45_1,505.2318099,UMC,Asia,391.3365371,674545.3521,,,,
RUS,RUS.46_1,1259.431145,UMC,Asia,9642.298697,36999.21769,,,,
RUS,RUS.60_1,158.6963795,UMC,Asia,25805.9328,90644.95382,,,,
RUS,RUS.80_1,1299.115388,UMC,Asia,10071.95856,169169.9559,,,,
SDN,SDN.11_1,2845.329814,LIC,Africa,202.4084044,2447432.78,," 2,845.33 ",,
SEN,SEN.3_1,142069.9344,LMC,Africa,1478.858363,927699.309,," 374,372.97 ",,
SEN,SEN.5_1,73639.89437,LMC,Africa,249.6505217,1193257.448,,,,
SEN,SEN.8_1,50.22723049,LMC,Africa,0.679025894,1079850.486,,,,
SEN,SEN.10_1,33816.53384,LMC,Africa,44.22249826,1100284.737,,,,
SEN,SEN.11_1,15749.3964,LMC,Africa,244.7466324,562641.0888,,,,
SEN,SEN.13_1,5711.299492,LMC,Africa,16.40119927,2186007.371,,,,
SEN,SEN.14_1,103335.6876,LMC,Africa,1896.550865,672665.0638,,,,
SLE,SLE.2_1,34985.88224,LIC,Africa,329.7048931,2287711.541,," 66,879.26 ",,
SLE,SLE.3_1,13807.50619,LIC,Africa,339.628536,1582673.117,,,,
SLE,SLE.4_1,18085.86762,LIC,Africa,13.36571458,1353017.577,,,,
SLV,SLV.6_1,3867.859072,LMC,North America,29.76550609,383393.4941,," 12,482.64 ",,
SLV,SLV.7_1,556.3502999,LMC,North America,11.33756308,229748.5414,,,,
SLV,SLV.11_1,295.6521559,LMC,North America,6.623242121,196158.455,,,,
SLV,SLV.13_1,509.5918095,LMC,North America,3.311754659,539534.3373,,,,
SLV,SLV.14_1,7253.191158,LMC,North America,89.46423851,388797.8974,,,,
SOM,SOM.1_1,1.557922599,LIC,Africa,0.52771701,453586.8384,," 8,254.20 ",,
SOM,SOM.3_1,2871.588074,LIC,Africa,0.478493068,1314394.877,,,,
SOM,SOM.4_1,1370.483476,LIC,Africa,144.7079399,568870.6545,,,,
SOM,SOM.6_1,720.7222057,LIC,Africa,28.29205878,511657.2353,,,,
SOM,SOM.9_1,17.47878162,LIC,Africa,1.668870167,357482.4648,,,,
SOM,SOM.10_1,1715.901393,LIC,Africa,46.88833921,565795.6962,,,,
SOM,SOM.11_1,904.6336855,LIC,Africa,79.95395411,521439.8942,,,,
SOM,SOM.12_1,1.528545802,LIC,Africa,0.688419642,186768.3731,,,,
SOM,SOM.13_1,63.21981094,LIC,Africa,7.591511881,400285.5481,,,,
SOM,SOM.15_1,251.3604063,LIC,Africa,4.592267133,1351209.335,,,,
SOM,SOM.18_1,335.7303854,LIC,Africa,29.52234729,1042786.031,,,,
TGO,TGO.3_1,531.4108405,LIC,Africa,2.2834442,3939944.771,, 531.41 ,,
THA,THA.3_1,272454.0456,UMC,Asia,123.053266,11285641.71,," 2,352,447.35 ",,
THA,THA.6_1,178294.9782,UMC,Asia,593.9205489,872588.149,,,,
