iso3,gid_id,pop_est,income_group,continent,area_km2,total_pop
BGD,BGD.1.1_1,713040.8340321775,LMC,Asia,1339.9512407893028,943843.2266426086
BGD,BGD.1.2_1,1188106.4167810068,LMC,Asia,1759.946552112079,2278734.9089183807
BGD,BGD.1.3_1,1190701.2750131446,LMC,Asia,1454.869819395877,1788499.316236496
BGD,BGD.1.4_1,548797.3510254355,LMC,Asia,746.5034887748972,741143.8629150391
BGD,BGD.1.5_1,1287885.6406917772,LMC,Asia,2389.057592777616,1592727.5946865082
BGD,BGD.1.6_1,921296.8342572044,LMC,Asia,1323.0007377849747,1204884.0786132812
BGD,BGD.2.3_1,403678.5591127098,LMC,Asia,393.7710015653526,2620363.69879055
BGD,BGD.2.4_1,1560002.6399133822,LMC,Asia,985.9098772368272,8665786.676912308
BGD,BGD.2.5_1,617906.5703420806,LMC,Asia,467.8417626257001,6286756.094139099
BGD,BGD.2.6_1,828244.6471135349,LMC,Asia,740.107050064304,2725789.3437395096
BGD,BGD.2.7_1,4568.872530597622,LMC,Asia,9.799082381974433,1713928.215538025
BGD,BGD.2.9_1,209753.5331106544,LMC,Asia,226.41804927776465,2145023.850449562
BGD,BGD.2.10_1,432931.0233201,LMC,Asia,708.4286406331526,3651872.2602119446
BGD,BGD.3.2_1,255847.3177009849,LMC,Asia,434.5896815287533,2183784.787770748
BGD,BGD.3.4_1,692091.693489515,LMC,Asia,1191.997631082407,1254258.1956939695
BGD,BGD.3.7_1,704215.9923991244,LMC,Asia,881.6323280463666,1315984.2412843704
BGD,BGD.3.9_1,957391.2686448776,LMC,Asia,794.8506439215812,1693388.5542984009
BGD,BGD.3.11_1,2006875.1025419263,LMC,Asia,477.7852209327255,4133577.917470932
BGD,BGD.3.15_1,393848.3868044377,LMC,Asia,574.1420687834461,1260744.1678962708
BGD,BGD.4.1_1,1148404.2038554605,LMC,Asia,3812.3489402237087,1498641.6539447308
BGD,BGD.4.3_1,366718.9669327308,LMC,Asia,492.1849355076659,3218352.930149555
BGD,BGD.4.5_1,2013576.900597452,LMC,Asia,3902.538890281094,2389850.219238281
BGD,BGD.4.9_1,474798.91150875867,LMC,Asia,805.2130936897713,853739.0927352905
BGD,BGD.4.10_1,1533812.08606827,LMC,Asia,3432.129849718611,2117960.129668653
