iso3,gid_id,pop_est,income_group,continent,area_km2,total_pop
BGD,BGD.1.1_1,770737.5027661968,LMC,Asia,1421.9059666888409,943843.2266426086
BGD,BGD.1.2_1,1360775.1547926902,LMC,Asia,1942.2841426403509,2278734.9089183807
BGD,BGD.1.3_1,1389811.7686700504,LMC,Asia,1660.3212412943356,1788499.316236496
BGD,BGD.1.4_1,585346.8069894803,LMC,Asia,784.4031670566702,741143.8629150391
BGD,BGD.1.5_1,1355059.965892749,LMC,Asia,2503.505842518701,1592727.5946865082
BGD,BGD.1.6_1,967225.1138855192,LMC,Asia,1383.195920838818,1204884.0786132812
BGD,BGD.2.3_1,481864.2115196543,LMC,Asia,460.4602936634333,2620363.69879055
BGD,BGD.2.4_1,1984493.9993666185,LMC,Asia,1221.8689711779157,8665786.676912308
BGD,BGD.2.5_1,727640.7465759295,LMC,Asia,543.8347088615023,6286756.094139099
BGD,BGD.2.6_1,962089.7915718664,LMC,Asia,818.7705794679049,2725789.3437395096
BGD,BGD.2.7_1,13433.800182097972,LMC,Asia,25.44686600564561,1713928.215538025
BGD,BGD.2.9_1,314358.114656816,LMC,Asia,309.1785091447954,2145023.850449562
BGD,BGD.2.10_1,481941.6434648256,LMC,Asia,797.8714121732503,3651872.2602119446
BGD,BGD.3.2_1,308481.7464971691,LMC,Asia,505.1538022994656,2183784.787770748
BGD,BGD.3.4_1,759442.5924599117,LMC,Asia,1292.6164422891995,1254258.1956939695
BGD,BGD.3.7_1,861071.6263198259,LMC,Asia,1060.0099391037952,1315984.2412843704
BGD,BGD.3.9_1,1151553.449812878,LMC,Asia,881.2754731685479,1693388.5542984009
BGD,BGD.3.11_1,2553006.082789113,LMC,Asia,582.3505730747254,4133577.917470932
BGD,BGD.3.15_1,514581.1716155016,LMC,Asia,725.6510036742047,1260744.1678962708
BGD,BGD.4.1_1,1218422.288751711,LMC,Asia,3995.428225495514,1498641.6539447308
BGD,BGD.4.3_1,444916.0550772243,LMC,Asia,566.8602044780985,3218352.930149555
BGD,BGD.4.5_1,2085114.7704877504,LMC,Asia,3974.441202761426,2389850.219238281
BGD,BGD.4.9_1,521915.8556437445,LMC,Asia,880.7912602698523,853739.0927352905
BGD,BGD.4.10_1,1599051.7427465676,LMC,Asia,3482.977962918415,2117960.129668653
